GRT_LABELLED_REGRESSION_DATA_FILE_V1.0
DatasetName: NOT_SET
InfoText: 
NumInputDimensions: 2
NumTargetDimensions: 10
TotalNumTrainingExamples: 1623
UseExternalRanges: 0
RegressionData:
121	3	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	3	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
124	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
124	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	5	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	6	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	6	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	6	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	6	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	7	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	7	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	8	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	8	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	9	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	9	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	10	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	10	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	11	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	11	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	12	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	12	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	13	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	13	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	14	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	14	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
121	15	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	15	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	16	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	16	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
122	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
123	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
124	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
124	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	18	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
125	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
126	17	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
126	16	0.362963	0.325926	0.333333	0.37037	0.548148	0.607407	0.659259	0.762963	0.837037	0.911111
